27	39	89.300000
32	40	89.300000
34	41	90.700000
25	42	91.200000
37	43	95.600000
27	44	99.300000
32	45	99.300000
39	46	99.300000
40	47	99.300000
25	48	99.900000
42	49	99.900000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
12	21	55.700000
15	22	63.400000
10	23	74.400000
12	24	82.500000
8	25	83.800000
22	26	93.800000
17	27	97.800000
12	28	97.900000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
12	21	55.700000
15	22	63.400000
10	23	74.400000
12	24	82.500000
8	25	83.800000
22	26	93.800000
17	27	97.800000
12	28	97.900000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
12	21	55.700000
15	22	63.400000
10	23	74.400000
12	24	82.500000
8	25	83.800000
22	26	93.800000
17	27	97.800000
12	28	97.900000
1	16	62.300000
4	17	69.000000
16	18	73.200000
2	19	90.000000
17	20	93.200000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
10	20	64.800000
14	21	67.200000
9	22	68.100000
11	23	68.300000
10	24	73.500000
20	25	73.500000
19	26	73.600000
6	27	76.500000
10	28	83.500000
20	29	83.500000
24	30	83.500000
6	31	85.200000
27	32	85.200000
21	33	86.700000
3	34	87.300000
24	35	93.500000
6	36	95.200000
27	37	95.200000
21	38	95.400000
17	39	95.900000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
10	20	64.800000
14	21	67.200000
9	22	68.100000
11	23	68.300000
10	24	73.500000
20	25	73.500000
19	26	73.600000
6	27	76.500000
10	28	83.500000
20	29	83.500000
24	30	83.500000
6	31	85.200000
27	32	85.200000
21	33	86.700000
3	34	87.300000
24	35	93.500000
6	36	95.200000
27	37	95.200000
21	38	95.400000
17	39	95.900000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
10	20	64.800000
14	21	67.200000
9	22	68.100000
11	23	68.300000
10	24	73.500000
20	25	73.500000
19	26	73.600000
6	27	76.500000
10	28	83.500000
20	29	83.500000
24	30	83.500000
6	31	85.200000
27	32	85.200000
21	33	86.700000
3	34	87.300000
24	35	93.500000
6	36	95.200000
27	37	95.200000
21	38	95.400000
17	39	95.900000
1	16	62.300000
4	17	69.000000
4	18	93.600000
1	16	62.300000
4	17	69.000000
4	18	93.600000
3	16	12.800000
1	17	14.600000
2	18	23.100000
1	19	23.300000
11	20	26.800000
2	21	31.800000
1	22	33.300000
19	23	33.300000
13	24	41.200000
18	25	44.300000
13	26	50.600000
21	27	50.900000
19	28	51.900000
3	29	57.400000
19	30	60.600000
28	31	60.600000
14	32	63.100000
3	33	66.100000
29	34	66.100000
29	35	79.600000
4	36	84.300000
30	37	87.200000
29	38	88.300000
29	39	98.300000
38	40	98.300000
8	16	13.600000
14	17	20.300000
8	18	22.300000
16	19	22.300000
14	20	33.900000
17	21	46.600000
19	22	56.500000
19	23	65.200000
22	24	65.200000
15	25	66.800000
8	26	67.600000
18	27	74.400000
15	28	75.500000
25	29	75.500000
23	30	77.700000
12	31	78.400000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
12	21	55.700000
15	22	63.400000
10	23	74.400000
12	24	82.500000
8	25	83.800000
22	26	93.800000
17	27	97.800000
12	28	97.900000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.900000
20	23	66.700000
12	24	71.600000
20	25	75.400000
23	26	75.400000
24	27	81.600000
3	28	89.500000
25	29	99.600000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	12.800000
1	17	14.600000
2	18	23.100000
1	19	23.300000
11	20	26.800000
2	21	31.800000
1	22	33.300000
19	23	33.300000
13	24	41.200000
18	25	44.300000
13	26	50.600000
21	27	50.900000
19	28	51.900000
3	29	57.400000
19	30	60.600000
28	31	60.600000
14	32	63.100000
3	33	66.100000
29	34	66.100000
29	35	79.600000
4	36	84.300000
30	37	87.200000
29	38	88.300000
29	39	98.300000
38	40	98.300000
9	16	15.100000
9	17	24.700000
6	18	28.400000
7	19	62.500000
9	20	64.500000
14	21	68.600000
18	22	70.100000
19	23	73.600000
14	24	78.300000
14	25	87.300000
24	26	87.300000
18	27	89.200000
2	28	91.100000
18	29	97.900000
27	30	97.900000
9	16	15.100000
9	17	24.700000
6	18	28.400000
7	19	62.500000
9	20	64.500000
14	21	68.600000
18	22	70.100000
19	23	73.600000
14	24	78.300000
14	25	87.300000
24	26	87.300000
18	27	89.200000
2	28	91.100000
18	29	97.900000
27	30	97.900000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.000000
7	32	82.300000
25	33	85.600000
19	34	89.300000
21	35	90.700000
31	36	90.700000
9	37	99.800000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.200000
3	32	85.500000
25	33	85.900000
7	34	86.000000
19	35	89.300000
3	36	94.200000
32	37	94.200000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.200000
3	32	85.500000
25	33	85.900000
7	34	86.000000
19	35	89.300000
3	36	94.200000
32	37	94.200000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.200000
3	32	85.500000
25	33	85.900000
7	34	86.000000
19	35	89.300000
3	36	94.200000
32	37	94.200000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	62.700000
2	23	64.800000
19	24	70.600000
2	25	73.500000
23	26	73.500000
12	27	75.800000
19	28	79.300000
24	29	79.300000
16	30	80.300000
21	31	82.200000
3	32	85.500000
25	33	85.900000
7	34	86.000000
19	35	89.300000
3	36	94.200000
32	37	94.200000
3	16	17.200000
6	17	23.900000
16	18	28.700000
6	19	32.600000
11	20	50.000000
17	21	55.900000
12	22	64.400000
10	23	65.600000
20	24	67.000000
20	25	75.700000
24	26	75.700000
12	27	76.900000
22	28	77.600000
13	29	80.800000
10	30	83.400000
12	31	85.600000
28	32	86.300000
27	33	89.500000
29	34	89.500000
13	35	90.700000
28	36	96.300000
32	37	96.300000
29	38	99.500000
3	16	17.200000
6	17	18.900000
14	18	24.600000
6	19	27.600000
17	20	27.600000
3	21	32.900000
14	22	33.300000
18	23	33.300000
20	24	40.500000
3	25	41.600000
21	26	41.600000
23	27	50.100000
25	28	61.300000
5	29	66.200000
13	30	67.300000
10	31	67.500000
29	32	74.900000
16	33	75.000000
10	34	77.100000
24	35	80.900000
25	36	81.400000
30	37	85.600000
7	38	88.200000
18	39	88.200000
23	40	88.700000
35	41	89.600000
25	42	90.100000
34	43	90.100000
36	44	90.100000
13	45	90.700000
11	46	94.300000
3	47	95.900000
29	48	96.600000
7	49	96.900000
38	50	96.900000
5	51	97.800000
21	52	99.100000
35	53	99.600000
41	54	99.600000
3	16	17.200000
6	17	18.900000
14	18	24.600000
6	19	27.600000
17	20	27.600000
3	21	32.900000
14	22	33.300000
18	23	33.300000
20	24	40.500000
3	25	41.600000
21	26	41.600000
23	27	50.100000
25	28	61.300000
5	29	66.200000
13	30	67.300000
10	31	67.500000
29	32	74.900000
16	33	75.000000
10	34	77.100000
24	35	80.900000
25	36	81.400000
30	37	85.600000
7	38	88.200000
18	39	88.200000
23	40	88.700000
35	41	89.600000
25	42	90.100000
34	43	90.100000
36	44	90.100000
13	45	90.700000
11	46	94.300000
3	47	95.900000
29	48	96.600000
7	49	96.900000
38	50	96.900000
5	51	97.800000
21	52	99.100000
35	53	99.600000
41	54	99.600000
3	16	17.200000
6	17	18.900000
14	18	24.600000
6	19	27.600000
17	20	27.600000
3	21	32.900000
14	22	33.300000
18	23	33.300000
20	24	40.500000
3	25	41.600000
21	26	41.600000
23	27	50.100000
25	28	61.300000
5	29	66.200000
13	30	67.300000
10	31	67.500000
29	32	74.900000
16	33	75.000000
10	34	77.100000
24	35	80.900000
25	36	81.400000
30	37	85.600000
7	38	88.200000
18	39	88.200000
23	40	88.700000
35	41	89.600000
25	42	90.100000
34	43	90.100000
36	44	90.100000
13	45	90.700000
11	46	94.300000
3	47	95.900000
29	48	96.600000
7	49	96.900000
38	50	96.900000
5	51	97.800000
21	52	99.100000
35	53	99.600000
41	54	99.600000
5	16	15.800000
5	17	47.600000
10	18	57.100000
14	19	59.200000
14	20	67.900000
19	21	67.900000
21	22	86.400000
3	23	91.500000
17	24	98.000000
13	25	98.600000
5	16	15.800000
5	17	47.600000
10	18	57.100000
14	19	59.200000
14	20	67.900000
19	21	67.900000
21	22	86.400000
3	23	91.500000
17	24	98.000000
13	25	98.600000
5	16	15.800000
5	17	47.600000
10	18	57.100000
14	19	59.200000
14	20	67.900000
19	21	67.900000
21	22	86.400000
3	23	91.500000
17	24	98.000000
13	25	98.600000
5	16	15.800000
5	17	47.600000
10	18	57.100000
14	19	59.200000
14	20	67.900000
19	21	67.900000
21	22	86.400000
3	23	91.500000
17	24	98.000000
13	25	98.600000
5	16	15.800000
5	17	47.600000
16	18	56.500000
17	19	61.600000
16	20	65.200000
18	21	65.200000
9	22	66.700000
9	23	75.400000
22	24	75.400000
10	25	81.300000
22	26	85.400000
24	27	85.400000
1	28	95.700000
24	29	95.800000
25	30	99.500000
5	16	15.800000
5	17	47.600000
16	18	56.500000
17	19	61.600000
16	20	65.200000
18	21	65.200000
9	22	66.700000
9	23	75.400000
22	24	75.400000
10	25	81.300000
22	26	85.400000
24	27	85.400000
1	28	95.700000
24	29	95.800000
25	30	99.500000
5	16	15.800000
5	17	47.600000
16	18	56.500000
17	19	61.600000
16	20	65.200000
18	21	65.200000
9	22	66.700000
9	23	75.400000
22	24	75.400000
10	25	81.300000
22	26	85.400000
24	27	85.400000
1	28	95.700000
24	29	95.800000
25	30	99.500000
5	16	15.800000
5	17	47.600000
16	18	56.500000
17	19	61.600000
16	20	65.200000
18	21	65.200000
9	22	66.700000
9	23	75.400000
22	24	75.400000
10	25	81.300000
22	26	85.400000
24	27	85.400000
1	28	95.700000
24	29	95.800000
25	30	99.500000
5	16	15.800000
5	17	47.600000
16	18	56.500000
17	19	61.600000
16	20	65.200000
18	21	65.200000
9	22	66.700000
9	23	75.400000
22	24	75.400000
10	25	81.300000
22	26	85.400000
24	27	85.400000
1	28	95.700000
24	29	95.800000
25	30	99.500000
5	16	15.800000
5	17	47.600000
16	18	56.500000
16	19	65.200000
18	20	65.200000
14	21	65.600000
17	22	68.300000
4	23	82.400000
4	24	91.100000
2	25	91.900000
5	26	92.300000
5	16	15.800000
5	17	47.600000
16	18	56.500000
16	19	65.200000
18	20	65.200000
14	21	65.600000
17	22	68.300000
4	23	82.400000
4	24	91.100000
2	25	91.900000
5	26	92.300000
5	16	15.800000
5	17	47.600000
16	18	56.500000
16	19	65.200000
18	20	65.200000
14	21	65.600000
17	22	68.300000
4	23	82.400000
4	24	91.100000
2	25	91.900000
5	26	92.300000
5	16	15.800000
5	17	47.600000
10	18	57.100000
14	19	59.200000
18	20	72.200000
18	21	80.900000
20	22	80.900000
4	23	81.000000
14	24	81.800000
4	25	89.700000
23	26	89.700000
17	27	91.400000
4	28	99.700000
23	29	99.700000
26	30	99.700000
5	16	15.800000
5	17	47.600000
10	18	57.100000
14	19	59.200000
18	20	72.200000
18	21	80.900000
20	22	80.900000
4	23	81.000000
14	24	81.800000
4	25	89.700000
23	26	89.700000
17	27	91.400000
4	28	99.700000
23	29	99.700000
26	30	99.700000
8	16	12.600000
8	17	21.300000
16	18	21.300000
17	19	33.000000
1	20	41.700000
8	21	56.400000
13	22	58.400000
14	23	62.800000
17	24	64.600000
8	25	65.100000
21	26	65.100000
1	27	66.200000
13	28	67.100000
22	29	67.100000
23	30	71.500000
15	31	73.100000
2	32	74.500000
26	33	75.100000
10	34	80.600000
26	35	85.100000
10	36	102.500000
5	37	103.600000
2	38	104.000000
4	39	105.000000
16	40	114.200000
4	41	115.600000
34	42	116.300000
30	43	119.700000
23	44	122.200000
17	45	122.600000
16	46	122.900000
31	47	127.100000
40	48	127.300000
43	49	128.400000
19	50	133.300000
7	51	134.100000
31	52	135.800000
40	53	136.000000
48	54	136.000000
24	55	137.300000
44	56	141.000000
7	57	142.800000
26	58	142.800000
52	59	145.800000
43	60	145.900000
48	61	146.000000
54	62	146.000000
38	63	149.400000
2	64	151.400000
58	65	151.500000
13	66	151.600000
7	67	152.800000
57	68	152.800000
39	69	153.600000
40	70	156.000000
56	71	157.800000
19	72	158.800000
43	73	161.200000
59	74	162.800000
26	75	163.000000
16	76	166.100000
38	77	166.100000
36	78	166.400000
22	79	166.500000
65	80	166.700000
18	81	167.400000
19	82	167.500000
72	83	167.500000
24	84	171.600000
26	85	171.700000
75	86	171.700000
32	87	174.500000
38	88	174.800000
22	89	175.200000
79	90	175.200000
49	91	175.700000
72	92	177.500000
83	93	177.500000
80	94	178.200000
12	95	178.300000
86	96	181.700000
75	97	183.400000
41	98	184.300000
49	99	184.400000
91	100	184.400000
62	101	184.900000
22	102	185.200000
8	103	186.300000
56	104	186.900000
80	105	186.900000
94	106	186.900000
58	107	187.200000
83	108	187.500000
77	109	188.500000
28	110	188.700000
44	111	189.800000
41	112	193.000000
18	113	193.900000
91	114	194.400000
100	115	194.400000
52	116	194.800000
103	117	195.000000
89	118	195.200000
92	119	195.400000
81	120	196.900000
94	121	197.000000
83	122	197.500000
65	123	197.800000
57	124	198.600000
73	125	200.300000
97	126	201.400000
49	127	202.000000
43	128	202.600000
113	129	202.600000
66	130	202.800000
75	131	202.800000
41	132	203.000000
58	133	203.000000
112	134	203.000000
92	135	204.100000
119	136	204.100000
26	137	205.500000
44	138	205.800000
105	139	206.000000
88	140	206.100000
121	141	206.900000
73	142	209.000000
97	143	210.100000
104	144	210.600000
49	145	210.700000
127	146	210.700000
99	147	210.900000
106	148	211.000000
87	149	211.100000
35	150	211.300000
118	151	211.300000
129	152	212.600000
112	153	214.100000
135	154	214.100000
137	155	214.200000
25	156	214.700000
105	157	214.700000
139	158	214.700000
88	159	214.800000
140	160	214.800000
114	161	214.900000
116	162	215.400000
77	163	215.800000
123	164	215.800000
90	165	217.100000
47	166	217.400000
38	167	217.600000
99	168	219.600000
147	169	219.600000
87	170	219.800000
97	171	220.100000
145	172	220.700000
89	173	221.000000
98	174	221.000000
126	175	221.400000
73	176	222.500000
17	177	223.300000
51	178	223.300000
25	179	223.400000
136	180	223.500000
161	181	223.600000
64	182	223.700000
50	183	223.900000
137	184	224.200000
124	185	224.300000
123	186	224.500000
88	187	224.800000
104	188	225.200000
58	189	225.600000
158	190	226.100000
79	191	227.100000
100	192	227.200000
167	193	228.300000
115	194	228.500000
107	195	229.200000
143	196	229.600000
153	197	229.600000
98	198	229.700000
173	199	229.700000
106	200	230.200000
142	201	230.600000
176	202	231.200000
136	203	232.200000
180	204	232.200000
169	205	233.200000
161	206	233.600000
181	207	233.600000
114	208	234.000000
123	209	234.500000
186	210	234.500000
137	211	234.800000
109	212	234.900000
188	213	235.000000
77	214	235.100000
192	215	235.900000
115	216	237.200000
194	217	237.200000
74	218	237.600000
53	219	238.000000
143	220	238.300000
55	221	239.400000
86	222	240.400000
56	223	240.700000
19	224	241.100000
183	225	241.200000
50	226	241.800000
204	227	242.200000
180	228	242.300000
13	229	243.600000
109	230	243.600000
108	231	243.800000
159	232	243.800000
158	233	244.300000
123	234	244.500000
209	235	244.500000
51	236	245.600000
192	237	245.900000
33	238	246.200000
74	239	246.300000
107	240	246.400000
156	241	246.400000
89	242	247.200000
100	243	247.800000
218	244	247.800000
118	245	247.900000
194	246	248.900000
183	247	249.900000
199	248	250.400000
50	249	250.500000
226	250	250.500000
18	251	251.200000
85	252	251.800000
129	253	251.900000
13	254	252.300000
231	255	252.500000
187	256	252.800000
104	257	253.000000
158	258	253.000000
233	259	253.000000
196	260	253.200000
212	261	253.300000
151	262	253.500000
84	263	253.700000
12	264	254.900000
238	265	254.900000
40	266	255.300000
89	267	255.900000
242	268	255.900000
155	269	256.200000
74	270	256.300000
239	271	256.300000
243	272	256.500000
79	273	256.700000
161	274	257.200000
145	275	257.300000
122	276	257.400000
208	277	257.400000
144	278	257.500000
210	279	257.700000
215	280	258.600000
53	281	258.800000
179	282	259.400000
18	283	259.900000
251	284	259.900000
188	285	260.100000
50	286	260.500000
249	287	260.500000
136	288	260.600000
253	289	260.600000
244	290	260.700000
128	291	260.900000
207	292	260.900000
104	293	261.700000
257	294	261.700000
184	295	261.900000
212	296	262.000000
261	297	262.000000
30	298	262.800000
233	299	263.000000
158	300	263.200000
264	301	263.600000
31	302	263.800000
206	303	264.000000
66	304	264.100000
133	305	264.400000
248	306	264.900000
51	307	265.400000
156	308	265.500000
208	309	266.100000
256	310	266.400000
135	311	266.600000
258	312	267.000000
52	313	267.300000
62	314	268.200000
179	315	268.500000
161	316	268.600000
188	317	268.800000
205	318	268.800000
58	319	269.000000
141	320	269.100000
285	321	269.300000
94	322	269.600000
128	323	269.600000
291	324	269.600000
151	325	269.700000
50	326	270.500000
286	327	270.500000
37	328	270.600000
191	329	270.600000
253	330	270.600000
289	331	270.600000
48	332	271.400000
226	333	271.900000
241	334	272.600000
164	335	272.700000
206	336	272.700000
303	337	272.700000
158	338	273.000000
233	339	273.000000
299	340	273.000000
126	341	273.200000
133	342	273.300000
264	343	273.600000
60	344	273.800000
51	345	274.100000
307	346	274.100000
153	347	274.400000
235	348	274.700000
114	349	275.000000
67	350	275.500000
16	351	275.700000
258	352	275.700000
147	353	275.800000
208	354	276.100000
270	355	276.200000
180	356	276.400000
265	357	276.400000
62	358	276.900000
296	359	277.300000
108	360	277.500000
127	361	277.700000
23	362	277.800000
141	363	277.800000
281	364	277.900000
163	365	278.100000
94	366	278.300000
322	367	278.300000
151	368	278.400000
230	369	278.400000
325	370	278.400000
218	371	278.700000
188	372	278.800000
285	373	278.800000
317	374	278.800000
176	375	278.900000
68	376	279.400000
98	377	279.500000
128	378	279.600000
323	379	279.600000
29	380	280.100000
73	381	280.100000
145	382	280.100000
284	383	280.400000
321	384	280.700000
93	385	280.900000
282	386	280.900000
9	387	281.100000
161	388	281.400000
164	389	281.400000
335	390	281.400000
177	391	282.200000
60	392	282.500000
