110.00, 411, 23.91, 15.52, 30.66, 0.76, NONE, 0.00
110.00, 412, 33.25, 17.35, 25.56, 0.76, NONE, 0.00
110.00, 413, 32.17, 15.48, 23.36, 0.76, NONE, 0.00
110.00, 414, 22.81, 16.51, 33.63, 0.76, NONE, 0.00
110.00, 415, 23.47, 17.77, 28.27, 0.76, NONE, 0.00
110.00, 416, 33.84, 15.60, 25.65, 0.76, NONE, 0.00
110.00, 417, 25.11, 12.31, 20.82, 0.76, NONE, 0.00
110.00, 418, 29.72, 18.32, 15.90, 0.76, NONE, 0.00
110.00, 419, 22.30, 10.43, 16.15, 0.76, NONE, 0.00
110.00, 420, 29.95, 13.47, 14.93, 0.76, NONE, 0.00
110.00, 421, 18.12, 11.65, 21.42, 0.76, NONE, 0.00
110.00, 422, 30.74, 14.84, 20.52, 0.76, NONE, 0.00
110.00, 423, 27.82, 15.49, 15.94, 0.76, NONE, 0.00
110.00, 424, 23.91, 16.85, 15.63, 0.76, NONE, 0.00
110.00, 425, 21.66, 13.52, 21.82, 0.76, NONE, 0.00
110.00, 426, 27.78, 16.46, 18.18, 0.76, NONE, 0.00
110.00, 427, 27.49, 17.35, 14.55, 0.76, NONE, 0.00
110.00, 428, 28.78, 13.56, 20.50, 0.76, NONE, 0.00
110.00, 429, 24.55, 15.48, 15.86, 0.76, NONE, 0.00
110.00, 430, 32.66, 19.27, 22.93, 0.76, NONE, 0.00
110.00, 432, 23.51, 16.27, 13.05, 0.76, NONE, 0.00
110.00, 434, 20.22, 19.03, 30.23, 0.75, NONE, 0.00
110.00, 435, 21.51, 13.92, 22.56, 0.75, NONE, 0.00
110.00, 436, 15.30, 17.87, 23.98, 0.75, NONE, 0.00
110.00, 437, 20.97, 17.55, 27.96, 0.75, NONE, 0.00
110.00, 438, 19.80, 17.83, 30.32, 0.75, NONE, 0.00
110.00, 439, 25.73, 17.72, 17.07, 0.75, NONE, 0.00
110.00, 440, 12.54, 21.76, 21.99, 0.75, NONE, 0.00
110.00, 441, 23.04, 21.85, 28.24, 0.75, NONE, 0.00
110.00, 442, 18.33, 21.21, 32.74, 0.75, NONE, 0.00
110.00, 443, 20.67, 14.29, 23.50, 0.75, NONE, 0.00
